1;0;664;11.400000;414;0.000000;0.0
1;1;651;11.400000;433;-0.277110;0.0
1;2;684;11.400000;432;0.499599;0.0
1;3;634;11.400000;469;-1.406271;0.0
1;4;694;11.400000;486;1.957028;0.0
1;5;640;11.400000;518;3.596604;0.0
1;6;664;11.400000;549;3.113244;0.0
2;0;5063;10.100000;566;0.000000;0.0
2;1;5023;10.100000;573;0.120109;0.0
2;2;5064;10.100000;604;1.529384;0.0
2;3;4977;10.100000;555;-0.709834;0.0
2;4;4974;10.100000;602;-1.507401;0.0
2;5;5044;10.100000;623;2.211685;0.0
2;6;5006;10.100000;627;3.704163;0.0
3;0;1045;11.100000;1075;0.000000;0.0
3;1;1049;11.100000;1007;0.034073;0.0
3;2;1045;11.100000;998;-0.120903;0.0
3;3;1070;11.100000;1007;0.708873;0.0
3;4;1084;11.100000;1018;1.173541;0.0
3;5;1013;11.100000;1025;-1.366027;0.0
3;6;1070;11.100000;1050;2.279887;0.0
3;7;1000;11.100000;1077;3.973875;0.0
3;8;1034;11.100000;1077;3.468553;0.0
4;0;577;9.700000;1230;0.000000;0.0
4;1;527;9.700000;1165;0.033972;0.0
4;2;502;9.700000;1177;-0.824055;0.0
4;3;557;9.700000;1186;1.153710;0.0
4;4;502;9.700000;1209;4.298052;0.0
4;5;553;9.700000;1199;1.602775;0.0
4;6;554;9.700000;1219;2.203325;0.0
5;0;5049;10.200000;521;0.000000;0.0
5;1;4986;10.200000;480;-1.197497;0.0
5;2;5039;10.200000;462;0.179063;0.0
5;3;5075;10.200000;492;1.430249;0.0
5;4;5030;10.200000;530;3.261702;0.0
5;5;5073;10.200000;528;2.215998;0.0
6;0;4333;10.000000;1251;0.000000;0.0
6;1;4272;10.000000;1238;-0.950152;0.0
6;2;4323;10.000000;1224;0.667264;0.0
6;3;4320;10.000000;1258;1.676440;0.0
6;4;4280;10.000000;1270;4.070750;0.0
6;5;4313;10.000000;1293;2.739800;0.0
7;0;4241;11.300000;1248;0.000000;0.0
7;1;4228;11.300000;1270;-0.224264;0.0
7;2;4253;11.300000;1289;0.929157;0.0
7;3;4269;11.300000;1326;2.162093;0.0
7;4;4210;11.300000;1319;4.129163;0.0
7;5;4235;11.300000;1332;3.171090;0.0
8;0;2329;9.900000;681;0.000000;0.0
8;1;2266;9.900000;624;-1.004258;0.0
8;2;2326;9.900000;603;0.420466;0.0
8;3;2276;9.900000;663;4.260040;0.0
8;4;2348;9.900000;681;2.231648;0.0
8;5;2311;9.900000;704;3.044324;0.0
9;0;2305;10.900000;1335;0.000000;0.0
9;1;2320;10.900000;1314;-0.731226;0.0
9;2;2354;10.900000;1303;0.716462;0.0
9;3;2355;10.900000;1334;1.818122;0.0
9;4;2336;10.900000;1359;2.988151;0.0
