1;supply_node;639;12.000000;530;-1.570000;0
1;supply_node;678;12.200000;587;-1.570000;0
1;arms_factory;606;11.500000;457;-1.570000;0
1;arms_factory;722;10.700000;438;-1.570000;0
1;arms_factory;739;10.800000;560;-1.570000;0
1;arms_factory;724;10.800000;473;-1.570000;0
1;arms_factory;735;10.800000;484;-1.570000;0
1;arms_factory;678;11.400000;360;-1.570000;0
1;industrial_complex;726;10.600000;533;-1.570000;0
1;industrial_complex;600;10.600000;388;-1.570000;0
1;industrial_complex;677;11.400000;355;-1.570000;0
1;industrial_complex;623;11.000000;471;-1.570000;0
1;industrial_complex;638;11.900000;551;-1.570000;0
1;industrial_complex;633;11.600000;554;-1.570000;0
1;air_base;667;11.200000;416;-1.570000;0
1;bunker;695;12.600000;606;-1.570000;0
1;bunker;696;10.800000;464;-1.570000;0
1;dockyard;744;11.000000;408;-1.570000;0
1;anti_air_building;741;10.800000;578;-1.570000;0
1;anti_air_building;644;12.100000;539;-1.570000;0
1;anti_air_building;620;11.000000;476;-1.570000;0
1;synthetic_refinery;740;10.700000;547;-1.570000;0
1;nuclear_reactor;684;10.900000;454;-1.570000;0
1;rocket_site;680;10.900000;438;-1.570000;0
1;radar_station;645;12.000000;369;-1.570000;0
1;fuel_silo;624;12.000000;410;-1.570000;0
1;floating_harbor;814;10.300000;435;-1.570000;0
2;supply_node;5074;10.100000;693;-1.570000;0
2;supply_node;5079;10.100000;574;-1.570000;0
2;supply_node;4941;11.200000;769;-1.570000;0
2;supply_node;5016;10.400000;666;-1.570000;0
2;supply_node;5088;10.300000;667;-1.570000;0
2;arms_factory;5148;10.600000;654;-1.570000;0
2;arms_factory;4922;12.200000;782;-1.570000;0
2;arms_factory;5101;10.100000;713;-1.570000;0
2;arms_factory;4862;11.000000;740;-1.570000;0
2;arms_factory;5143;10.600000;664;-1.570000;0
2;arms_factory;5131;10.400000;642;-1.570000;0
2;industrial_complex;4926;12.100000;776;-1.570000;0
2;industrial_complex;5138;10.500000;674;-1.570000;0
2;industrial_complex;4985;10.500000;707;-1.570000;0
2;industrial_complex;5037;10.400000;675;-1.570000;0
2;industrial_complex;4882;10.600000;703;-1.570000;0
2;industrial_complex;4898;11.000000;731;-1.570000;0
2;air_base;4953;10.700000;697;-1.570000;0
2;bunker;4930;11.900000;760;-1.570000;0
2;bunker;4994;10.500000;704;-1.570000;0
2;bunker;4972;10.300000;576;-1.570000;0
2;bunker;5079;10.200000;648;-1.570000;0
2;bunker;5059;10.300000;671;-1.570000;0
2;dockyard;4967;10.700000;666;-1.570000;0
2;anti_air_building;5099;10.300000;608;-1.570000;0
2;anti_air_building;4884;10.400000;662;-1.570000;0
2;anti_air_building;5074;10.300000;663;-1.570000;0
2;synthetic_refinery;5156;11.100000;683;-1.570000;0
2;nuclear_reactor;4938;11.000000;728;-1.570000;0
2;rocket_site;5027;10.400000;688;-1.570000;0
2;radar_station;4925;12.100000;759;-1.570000;0
2;fuel_silo;5019;10.200000;607;-1.570000;0
2;floating_harbor;4950;10.800000;716;-1.570000;0
3;supply_node;5018;11.100000;389;-1.570000;0
3;supply_node;5062;10.400000;395;-1.570000;0
3;arms_factory;5020;11.200000;356;-1.570000;0
3;arms_factory;4979;10.500000;435;-1.570000;0
3;arms_factory;4995;10.500000;449;-1.570000;0
3;arms_factory;5069;10.400000;456;-1.570000;0
3;arms_factory;4973;10.300000;466;-1.570000;0
3;arms_factory;4961;10.700000;359;-1.570000;0
3;industrial_complex;5047;10.600000;406;-1.570000;0
3;industrial_complex;5109;10.400000;465;-1.570000;0
3;industrial_complex;5106;10.400000;435;-1.570000;0
3;industrial_complex;5005;10.800000;419;-1.570000;0
3;industrial_complex;5061;10.300000;375;-1.570000;0
3;industrial_complex;5113;10.200000;528;-1.570000;0
3;air_base;5032;10.800000;396;-1.570000;0
3;bunker;5114;10.200000;554;-1.570000;0
3;bunker;5020;11.100000;371;-1.570000;0
3;dockyard;5059;10.200000;489;-1.570000;0
3;anti_air_building;5032;10.800000;364;-1.570000;0
3;anti_air_building;5064;10.400000;462;-1.570000;0
3;anti_air_building;5095;10.200000;509;-1.570000;0
3;synthetic_refinery;4937;10.300000;513;-1.570000;0
3;nuclear_reactor;4986;10.900000;384;-1.570000;0
3;rocket_site;4978;11.000000;379;-1.570000;0
3;radar_station;5024;11.100000;420;-1.570000;0
3;fuel_silo;5114;10.500000;440;-1.570000;0
3;floating_harbor;5061;10.600000;447;-1.570000;0
4;supply_node;4271;10.100000;1320;-1.570000;0
4;supply_node;4327;10.000000;1260;-1.570000;0
4;supply_node;4322;10.100000;1242;-1.570000;0
4;supply_node;4412;10.100000;1199;-1.570000;0
4;arms_factory;4350;10.200000;1212;-1.570000;0
4;arms_factory;4453;10.400000;1120;-1.570000;0
4;arms_factory;4286;11.200000;1091;-1.570000;0
4;arms_factory;4402;10.100000;1203;-1.570000;0
4;arms_factory;4343;9.800000;1320;-1.570000;0
4;arms_factory;4292;10.500000;1240;-1.570000;0
4;industrial_complex;4325;10.000000;1255;-1.570000;0
4;industrial_complex;4438;10.500000;1128;-1.570000;0
4;industrial_complex;4429;10.100000;1198;-1.570000;0
4;industrial_complex;4414;10.200000;1175;-1.570000;0
4;industrial_complex;4293;10.500000;1216;-1.570000;0
4;industrial_complex;4307;10.300000;1234;-1.570000;0
4;air_base;4412;10.300000;1257;-1.570000;0
4;bunker;4339;11.000000;1165;-1.570000;0
4;bunker;4379;10.100000;1206;-1.570000;0
4;bunker;4390;10.600000;1121;-1.570000;0
4;bunker;4317;11.900000;1147;-1.570000;0
4;dockyard;4225;10.800000;1265;-1.570000;0
4;anti_air_building;4303;10.100000;1288;-1.570000;0
4;anti_air_building;4300;10.400000;1215;-1.570000;0
4;anti_air_building;4361;11.100000;1121;-1.570000;0
4;synthetic_refinery;4391;10.100000;1261;-1.570000;0
4;nuclear_reactor;4370;10.000000;1241;-1.570000;0
4;rocket_site;4211;10.800000;1252;-1.570000;0
4;radar_station;4420;10.400000;1152;-1.570000;0
4;fuel_silo;4376;10.000000;1282;-1.570000;0
4;floating_harbor;4334;10.900000;1168;-1.570000;0
5;supply_node;2184;9.600000;630;-1.570000;0
5;supply_node;2173;9.600000;634;-1.570000;0
5;arms_factory;2206;9.900000;524;-1.570000;0
5;arms_factory;2355;10.000000;601;-1.570000;0
5;arms_factory;2345;9.900000;635;-1.570000;0
5;arms_factory;2168;9.700000;577;-1.570000;0
5;arms_factory;2318;9.800000;616;-1.570000;0
5;arms_factory;2366;10.100000;677;-1.570000;0
5;industrial_complex;2162;9.600000;599;-1.570000;0
5;industrial_complex;2141;9.900000;535;-1.570000;0
5;industrial_complex;2151;9.900000;547;-1.570000;0
5;industrial_complex;2348;10.100000;706;-1.570000;0
5;industrial_complex;2159;9.700000;584;-1.570000;0
5;industrial_complex;2297;9.800000;656;-1.570000;0
5;air_base;2159;9.700000;592;-1.570000;0
5;bunker;2150;9.700000;586;-1.570000;0
